WEO Country Code,ISO,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
466,ARE,United Arab Emirates,"171,616.05","170,218.77","148,530.65","136,081.08","131,287.20","121,484.91","93,990.05","95,016.16","77,533.75","86,354.94","107,627.92","105,170.21","103,923.40","100,302.57","100,588.78","99,159.00","103,086.10","105,960.97","97,227.15","94,255.74","107,219.50","102,698.61","99,524.48","102,135.35","105,667.82","101,489.29","91,319.91","75,980.14","60,407.92","56,367.17","56,822.02","59,819.31","61,531.36","63,633.82","65,323.13","67,582.15","68,259.56","68,504.47","68,856.67","70,179.96","67,445.47","67,941.76","68,971.05","70,017.85","71,136.65","72,348.86","73,642.85",2020
112,GBR,United Kingdom,"23,290.08","23,117.34","23,601.13","24,580.69","25,090.62","26,058.28","26,817.57","28,203.97","29,761.99","30,443.07","30,580.23","30,137.07","30,181.21","30,863.73","31,968.79","32,685.98","33,420.30","34,992.84","36,190.38","37,249.76","38,423.58","39,321.07","40,006.58","41,147.71","41,868.72","42,775.87","43,629.18","44,300.73","43,816.40","41,718.92","42,245.61","42,429.61","42,752.76","43,414.13","44,317.53","45,007.35","45,407.35","45,923.36","46,221.43","46,630.99","41,861.41","44,559.25","46,535.37","47,232.54","47,814.81","48,368.70","48,933.29",2019
111,USA,United States,"32,015.61","32,500.62","31,610.56","32,760.58","34,824.91","35,956.24","36,864.55","37,800.81","39,023.48","40,077.19","40,382.20","39,806.05","40,664.92","41,242.87","42,386.51","43,012.38","44,118.01","45,532.57","47,021.53","48,716.08","50,145.35","50,105.61","50,459.40","51,386.13","52,882.73","54,220.91","55,204.98","55,760.35","55,312.80","53,409.24","54,437.45","54,890.03","55,744.77","56,382.99","57,258.64","58,385.72","58,937.87","59,885.71","61,305.19","62,417.55","60,068.85","63,485.57","66,549.33","67,748.27","68,648.39","69,560.46","70,484.65",2020
298,URY,Uruguay,"11,099.98","11,233.69","10,118.85","9,724.25","9,556.90","9,636.65","10,431.18","11,195.77","11,293.16","11,354.74","11,325.93","11,658.90","12,508.59","12,764.42","13,565.46","13,286.05","13,940.55","14,477.03","14,977.44","14,430.88","14,117.34","13,619.30","12,677.18","13,004.38","13,595.45","14,473.34","15,041.19","16,021.35","17,149.28","17,797.51","19,081.13","19,972.45","20,595.64","21,465.01","22,073.38","22,069.82","22,357.80","22,637.31","22,662.60","22,660.77","21,258.48","21,842.56","22,466.13","22,997.45","23,497.63","23,939.11","24,392.87",2015
927,UZB,Uzbekistan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,099.39","2,959.82","2,751.77","2,678.06","2,671.69","2,723.87","2,798.32","2,876.86","2,997.80","3,082.74","3,167.41","3,259.94","3,463.11","3,660.82","3,891.80","4,205.41","4,514.75","4,798.69","5,053.21","5,224.15","5,513.41","5,829.29","6,127.97","6,458.15","6,721.48","6,897.81","7,147.86","7,419.93","7,403.47","7,734.53","8,021.93","8,328.60","8,646.43","8,978.98","9,326.89",2020
846,VUT,Vanuatu,"2,407.69","2,428.57","2,396.12","2,409.47","2,558.98","2,488.86","2,413.65","2,310.55","2,208.73","2,227.24","2,454.14","2,481.08","2,495.62","2,465.95","2,571.14","2,531.18","2,524.48","2,581.24","2,545.41","2,490.10","2,578.68","2,435.40","2,257.20","2,300.13","2,338.07","2,406.75","2,551.80","2,566.05","2,648.91","2,671.63","2,640.90","2,662.52","2,628.95","2,581.89","2,602.74","2,553.68","2,635.52","2,738.97","2,755.05","2,768.99","2,521.36","2,493.77","2,508.73","2,551.26","2,584.10","2,593.98","2,603.16",2018
299,VEN,Venezuela,"20,269.45","19,413.76","19,352.15","16,965.93","17,364.69","17,040.02","17,859.47","18,258.63","18,972.24","15,941.90","16,424.64","17,598.57","18,235.91","17,875.12","17,071.45","17,364.32","16,965.03","17,681.47","17,385.75","16,027.20","16,072.08","16,343.75","14,654.61","13,301.81","15,485.93","16,817.62","18,193.57","19,485.41","20,205.67","19,268.25","18,702.90","19,201.51","19,990.75","19,973.02","18,928.27","17,510.85","14,482.67","12,321.89","10,431.45","7,045.25","4,908.07","4,724.29","4,696.45",n/a,n/a,n/a,n/a,2010
582,VNM,Vietnam,"1,437.14","1,489.40","1,579.65","1,660.20","1,765.82","1,829.44","1,853.30","1,858.44","1,916.31","2,025.15","2,041.06","2,120.26","2,264.06","2,404.99","2,573.83","2,773.52","2,984.44","3,177.76","3,309.75","3,416.12","3,599.17","3,795.97","4,011.64","4,265.99","4,556.15","4,855.02","5,145.63","5,460.73","5,714.78","5,964.56","6,284.51","6,695.71","6,988.79","7,298.83","7,684.58","8,133.27","8,585.48","9,085.61","9,637.22","10,131.71","10,331.66","10,622.41","11,223.53","11,881.21","12,603.25","13,394.94","14,216.55",2019
487,WBG,West Bank and Gaza,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,035.59","4,033.38","3,853.32","4,176.58","4,628.11","4,857.97","4,309.79","3,802.48","3,238.11","3,592.49","4,260.70","4,605.63","4,428.61","4,463.91","4,668.00","4,938.18","5,091.93","5,443.69","5,636.70","5,763.35","5,622.60","5,701.39","6,070.65","6,025.01","5,947.34","5,879.79","5,079.08","5,181.36","5,366.08","5,459.62","5,466.32","5,456.59","5,449.54",2020
474,YEM,Yemen,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,291.39","3,339.91","3,442.86","3,411.52","3,478.29","3,526.00","3,554.69","3,616.22","3,714.29","3,737.71","3,847.86","3,871.32","3,899.68","3,920.95","3,951.00","4,043.58","4,046.85","4,056.71","4,078.77","4,109.59","4,297.21","3,641.58","3,620.12","3,684.21","3,570.15","2,495.83","2,195.96","2,025.84","1,985.49","1,960.36","1,748.27","1,671.52","1,648.66","1,724.41","1,796.96","1,865.60","1,927.73",2019
754,ZMB,Zambia,"2,957.21","3,052.88","2,871.77","2,752.53","2,624.52","2,578.90","2,546.29","2,509.08","2,661.39","2,487.76","2,397.98","2,311.22","2,290.37","2,224.10","1,871.12","1,876.24","1,940.90","1,960.86","1,900.73","1,936.06","1,959.07","2,010.80","2,048.77","2,136.22","2,227.95","2,326.07","2,441.40","2,571.19","2,691.62","2,854.27","3,055.69","3,129.70","3,266.60","3,328.48","3,379.56","3,372.89","3,394.54","3,407.31","3,438.08","3,383.31","3,183.66","3,120.78","3,064.06","3,014.43","2,969.13","2,924.93","2,881.74",2019
698,ZWE,Zimbabwe,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,090.89","3,064.90","2,943.02","2,937.20","2,718.14","2,275.51","2,116.46","1,942.99","1,845.81","1,778.60","1,478.46","1,573.53","1,866.46","2,111.01","2,349.18","2,329.84","2,325.10","2,327.68","2,303.06","2,382.49","2,462.73","2,270.53","2,137.44","2,203.21","2,224.50","2,241.91","2,265.35","2,291.70","2,319.46",2017
